playerId,name,position,team,birthDate,weight,height,nationality,shootsCatches,primaryNumber,primaryPosition
8477972,Josh Jacobs,D,N.J,1996-02-15,200.0,"6' 2""",USA,R,40,D
8477591,Josh Jooris,R,PIT,1990-07-14,198.0,"6' 1""",CAN,R,36,R
8476410,Josh Leivo,L,STL,1993-05-26,192.0,"6' 2""",CAN,R,17,L
8479372,Josh Mahura,D,FLA,1998-05-05,192.0,"6' 0""",CAN,L,76,D
8476312,Josh Manson,D,COL,1991-10-07,216.0,"6' 3""",CAN,R,42,D
8477504,Josh Morrissey,D,WPG,1995-03-28,195.0,"6' 0""",CAN,L,44,D
8480064,Josh Norris,C,OTT,1999-05-05,192.0,"6' 2""",USA,L,37,C
8481425,Josh Teves,D,VAN,1995-02-18,170.0,"6' 0""",CAN,L,4,D
8473632,Josh Tordjman,G,ARI,,,,,,,
8477959,Joshua Ho-Sang,R,NYI,1996-01-22,173.0,"6' 0""",CAN,R,26,R
8481004,Josiah Slavin,L,CHI,1998-12-31,189.0,"6' 3""",USA,L,36,L
8477996,Juho Lammikko,L,VAN,1996-01-29,191.0,"6' 2""",FIN,L,91,R
8476915,Jujhar Khaira,L,CHI,1994-08-13,212.0,"6' 4""",CAN,L,16,L
8475815,Julian Melchiori,D,WPG,1991-12-06,222.0,"6' 5""",CAN,L,44,D
8475567,Julien Brouillette,D,WPG,1986-12-05,185.0,"5' 11""",CAN,L,49,D
8479328,Julien Gauthier,R,OTT,1997-10-15,227.0,"6' 4""",CAN,R,44,R
8477945,Julius Honka,D,DAL,1995-12-03,180.0,"5' 11""",FIN,R,6,D
8483515,Juraj Slafkovsky,L,MTL,2004-03-30,238.0,"6' 3""",SVK,L,20,L
8469638,Jussi Jokinen,L,VAN,1983-04-01,191.0,"6' 0""",FIN,L,36,L
8475680,Jussi Rynnas,G,DAL,1987-05-22,210.0,"6' 5""",FIN,L,40,G
8471716,Justin Abdelkader,L,DET,1987-02-25,214.0,"6' 2""",USA,L,8,L
8477428,Justin Auger,R,L.A,1994-05-14,232.0,"6' 6""",CAN,R,79,R
8477473,Justin Bailey,R,VAN,1995-07-01,214.0,"6' 4""",USA,R,95,R
8482111,Justin Barron,D,MTL,2001-11-15,195.0,"6' 2""",CAN,R,72,D
8474027,Justin Braun,D,PHI,1987-02-10,205.0,"6' 2""",USA,R,61,D
8479941,Justin Danforth,R,CBJ,1993-03-15,180.0,"5' 9""",CAN,R,17,R
8474731,Justin DiBenedetto,C,NYI,,,,,,,
8475413,Justin Dowling,C,VAN,1990-10-01,180.0,"5' 10""",CAN,L,37,C
8473992,Justin Falk,D,OTT,1988-10-11,223.0,"6' 5""",CAN,L,42,D
8475753,Justin Faulk,D,STL,1992-03-20,217.0,"6' 0""",USA,R,27,D
8475845,Justin Florek,L,BOS,1990-05-18,205.0,"6' 4""",USA,L,46,L
8476235,Justin Fontaine,R,MIN,1987-11-06,174.0,"5' 10""",CAN,R,14,R
8474793,Justin Hodgman,C,ARI,1988-06-27,203.0,"6' 1""",CAN,R,37,C
8475718,Justin Holl,D,TOR,1992-01-30,205.0,"6' 4""",USA,R,3,D
8476086,Justin Johnson,R,NYI,1981-05-05,220.0,"6' 1""",USA,R,49,R
8477993,Justin Kirkland,C,ANA,1996-08-02,183.0,"6' 3""",CAN,L,54,C
8480082,Justin Kloos,C,ANA,1993-11-30,175.0,"5' 9""",USA,R,82,C
8471829,Justin Mercier,C,COL,1987-06-25,190.0,"5' 11""",USA,L,43,C
8471251,Justin Peters,G,ARI,1986-08-30,210.0,"6' 1""",CAN,L,40,G
8471302,Justin Pogge,G,TOR,1986-04-22,197.0,"6' 3""",CAN,L,35,G
8482179,Justin Richards,C,NYR,1998-03-17,190.0,"5' 11""",USA,R,90,C
8474602,Justin Schultz,D,SEA,1990-07-06,193.0,"6' 2""",CAN,R,4,D
8475826,Justin Shugg,R,CAR,1991-12-24,185.0,"5' 11""",CAN,R,52,R
8468508,Justin Williams,R,CAR,1981-10-04,184.0,"6' 1""",CAN,R,14,R
8481020,Justus Annunen,G,COL,2000-03-11,210.0,"6' 4""",FIN,L,60,G
8477424,Juuse Saros,G,NSH,1995-04-19,180.0,"5' 11""",FIN,L,74,G
8481704,Juuso Parssinen,C,NSH,2001-02-01,212.0,"6' 3""",FIN,L,75,C
8480945,Juuso Riikola,D,PIT,1993-11-09,189.0,"6' 0""",FIN,L,50,D
8479976,Juuso Valimaki,D,ARI,1998-10-06,212.0,"6' 2""",FIN,L,8,D
8476279,Jyrki Jokipakka,D,OTT,1991-08-20,215.0,"6' 3""",FIN,L,23,D
8480817,K'Andre Miller,D,NYR,2000-01-21,210.0,"6' 5""",USA,L,79,D
8478039,Kaapo Kahkonen,G,SJS,1996-08-16,215.0,"6' 2""",FIN,L,31,G
8481554,Kaapo Kakko,R,NYR,2001-02-13,199.0,"6' 3""",FIN,L,24,R
8480363,Kaden Fulcher,G,DET,,,,,,,
8481527,Kaedan Korczak,D,VGK,2001-01-29,202.0,"6' 3""",CAN,R,6,D
8476147,Kael Mouillierat,L,PIT,1987-12-09,188.0,"6' 0""",CAN,L,22,L
8482087,Kaiden Guhle,D,MTL,2002-01-18,205.0,"6' 2""",CAN,L,21,D
8479977,Kailer Yamamoto,R,EDM,1998-09-29,153.0,"5' 8""",USA,R,56,R
8479348,Kale Clague,D,BUF,1998-06-05,177.0,"6' 0""",CAN,L,34,D
8479290,Kalle Kossila,C,ANA,1993-04-14,185.0,"5' 10""",FIN,L,83,C
8470631,Kamil Kreps,C,FLA,1984-11-18,194.0,"6' 2""",CZE,R,28,C
8478872,Karel Vejmelka,G,ARI,1996-05-25,224.0,"6' 3""",CZE,R,70,G
8470140,Kari Lehtonen,G,DAL,1983-11-16,209.0,"6' 4""",FIN,L,32,G
8473991,Karl Alzner,D,MTL,1988-09-24,219.0,"6' 3""",CAN,L,27,D
8476798,Karl Stollery,D,N.J,1987-11-21,180.0,"5' 11""",CAN,L,46,D
8467519,Karlis Skrastins,D,DAL,1974-07-09,208.0,"6' 2""",LVA,L,37,D
8471403,Karri Ramo,G,CGY,1986-07-01,206.0,"6' 2""",FIN,L,31,G
8480901,Karson Kuhlman,C,WPG,1995-09-26,185.0,"5' 11""",USA,R,83,C
8479288,Kasimir Kaskisuo,G,NSH,1993-10-02,203.0,"6' 3""",FIN,L,50,G
8473484,Kaspars Daugavins,L,BOS,1988-05-18,213.0,"6' 0""",LVA,L,16,L
8479512,Kasper Bjorkqvist,R,PIT,1997-07-10,198.0,"6' 1""",FIN,L,20,R
8477953,Kasperi Kapanen,R,STL,1996-07-23,192.0,"6' 1""",FIN,R,24,R
8474184,Keaton Ellerby,D,WPG,1988-11-05,220.0,"6' 5""",CAN,L,7,D
8479387,Keaton Middleton,D,COL,1998-02-10,240.0,"6' 6""",CAN,L,67,D
8478434,Keegan Kolesar,R,VGK,1997-04-08,227.0,"6' 2""",CAN,R,55,R
8476397,Keegan Lowe,D,EDM,1993-03-29,191.0,"6' 2""",USA,L,47,D
8469779,Keith Aucoin,C,STL,1978-11-06,171.0,"5' 8""",USA,L,15,C
8474048,Keith Aulie,D,EDM,1989-06-11,222.0,"6' 6""",CAN,L,22,D
8470054,Keith Ballard,D,MIN,1982-11-26,204.0,"5' 11""",USA,L,2,D
8476234,Keith Kinkaid,G,COL,1989-07-04,195.0,"6' 3""",USA,L,1,G
8458229,Keith Tkachuk,L,STL,1972-03-28,235.0,"6' 2""",USA,L,7,L
8471735,Keith Yandle,D,PHI,1986-09-09,191.0,"6' 1""",USA,L,3,D
8477201,Kellan Lain,L,VAN,,,,,,,
8478965,Ken Appleby,G,N.J,1995-04-10,210.0,"6' 4""",CAN,L,55,G
8456850,Ken Klee,D,ARI,1971-04-24,210.0,"6' 1""",USA,R,2,D
8471694,Kenndal McArdle,L,WPG,1987-01-04,190.0,"5' 11""",CAN,L,23,L
8475844,Kenny Agostino,L,TOR,1992-04-30,199.0,"6' 0""",USA,L,47,L
8467478,Kent Huskins,D,PHI,1979-05-04,210.0,"6' 4""",CAN,L,23,D
8482660,Kent Johnson,C,CBJ,2002-10-18,167.0,"6' 1""",CAN,L,13,C
8475720,Kent Simpson,G,CHI,1992-03-26,209.0,"6' 2""",CAN,L,40,G
8477510,Kerby Rychel,L,CGY,1994-10-07,213.0,"6' 1""",USA,L,39,L
8476191,Kevan Miller,D,BOS,1987-11-15,210.0,"6' 2""",USA,R,86,D
8480860,Kevin Bahl,D,NJD,2000-06-27,230.0,"6' 6""",CAN,L,88,D
8469598,Kevin Bieksa,D,ANA,1981-06-16,197.0,"6' 1""",CAN,R,3,D
8479294,Kevin Boyle,G,ANA,1992-05-30,197.0,"6' 1""",USA,L,40,G
8475246,Kevin Connauton,D,PHI,1990-02-23,205.0,"6' 2""",CAN,L,44,D
8477814,Kevin Czuczman,D,PIT,1991-01-09,206.0,"6' 2""",CAN,L,27,D
8477942,Kevin Fiala,L,LAK,1996-07-22,193.0,"5' 10""",CHE,L,22,L
8475857,Kevin Gravel,D,NSH,1992-03-06,211.0,"6' 4""",USA,L,5,D
8475763,Kevin Hayes,C,PHI,1992-05-08,216.0,"6' 5""",USA,L,13,C
8471912,Kevin Henderson,L,NSH,1986-12-03,210.0,"6' 3""",CAN,L,46,L
8470630,Kevin Klein,D,NYR,1984-12-13,206.0,"6' 1""",CAN,R,8,D
8478099,Kevin Labanc,R,SJS,1995-12-12,185.0,"5' 11""",USA,R,62,R
8480947,Kevin Lankinen,G,NSH,1995-04-28,185.0,"6' 2""",FIN,L,32,G
8480867,Kevin Mandolese,G,OTT,2000-08-22,180.0,"6' 4""",CAN,L,70,G
8474163,Kevin Marshall,D,PHI,1989-03-10,191.0,"6' 1""",CAN,L,60,D
8471331,Kevin Porter,C,PIT,1986-03-12,190.0,"6' 0""",USA,L,12,C
8474690,Kevin Poulin,G,NYI,1990-04-12,206.0,"6' 2""",CAN,L,35,G
8473433,Kevin Quick,D,T.B,1988-03-29,181.0,"6' 0""",USA,L,51,D
8479291,Kevin Rooney,C,CGY,1993-05-21,190.0,"6' 2""",USA,L,58,C
8476971,Kevin Roy,L,ANA,1993-05-20,170.0,"5' 9""",CAN,L,63,L
8474031,Kevin Shattenkirk,D,ANA,1989-01-29,206.0,"6' 0""",USA,R,22,D
8478831,Kevin Stenlund,C,WPG,1996-09-20,210.0,"6' 4""",SWE,R,11,C
8459463,Kevin Weekes,G,N.J,1975-04-04,215.0,"6' 2""",CAN,L,1,G
8473908,Kevin Westgarth,R,CGY,1984-02-07,234.0,"6' 4""",CAN,R,15,R
8480748,Kiefer Sherwood,L,NSH,1995-03-31,194.0,"6' 0""",USA,R,64,R
8479356,Kieffer Bellows,L,PHI,1998-06-10,195.0,"6' 1""",USA,L,20,L
8460770,Kim Johnsson,D,CHI,1976-03-16,193.0,"6' 1""",SWE,L,8,D
8459670,Kimmo Timonen,D,CHI,1975-03-18,194.0,"5' 10""",FIN,L,44,D
8481523,Kirby Dach,C,MTL,2001-01-21,197.0,"6' 4""",CAN,R,77,C
8478864,Kirill Kaprizov,L,MIN,1997-04-26,201.0,"5' 9""",RUS,L,97,L
8480893,Kirill Marchenko,R,CBJ,2000-07-21,197.0,"6' 3""",RUS,R,86,R
8482815,Kirill Semyonov,C,TOR,1994-10-27,171.0,"6' 0""",RUS,L,94,C
8459001,Kirk Maltby,L,DET,1972-12-22,195.0,"6' 0""",CAN,R,18,L
8476403,Klas Dahlbeck,D,CAR,1991-07-06,207.0,"6' 3""",SWE,L,6,D
8480011,Klim Kostin,C,EDM,1999-05-05,212.0,"6' 3""",RUS,L,37,C
8479986,Kole Lind,R,SEA,1998-10-16,178.0,"6' 1""",CAN,R,78,R
8478949,Kole Sherwood,R,NSH,1997-01-22,202.0,"6' 1""",USA,R,88,R
8473560,Korbinian Holzer,D,ANA,1988-02-16,218.0,"6' 3""",DEU,R,5,D
8471237,Kris Chucko,L,CGY,1986-03-13,190.0,"6' 2""",CAN,R,62,L
8446485,Kris Draper,C,DET,1971-05-24,188.0,"5' 10""",CAN,L,33,C
8471846,Kris Fredheim,D,MIN,1987-02-23,170.0,"6' 2""",CAN,R,59,D
8471724,Kris Letang,D,PIT,1987-04-24,201.0,"6' 0""",CAN,R,58,D
8470232,Kris Newbury,C,PHI,1982-02-19,205.0,"5' 11""",CAN,L,24,C
8471729,Kris Russell,D,EDM,1987-05-02,170.0,"5' 10""",CAN,L,4,D
8471346,Kris Versteeg,R,CGY,1986-05-13,176.0,"5' 11""",CAN,R,10,R
8477356,Kristers Gudlevskis,G,T.B,,,,,,,
8466181,Kristian Huselius,L,CBJ,1978-11-10,184.0,"6' 2""",SWE,L,20,L
8480443,Kristian Reichel,C,WPG,1998-06-11,168.0,"6' 0""",CZE,R,87,C
8480005,Kristian Vesalainen,L,WPG,1999-06-01,207.0,"6' 3""",FIN,L,93,L
8479729,Kristians Rubins,D,TOR,1997-12-11,227.0,"6' 5""",LVA,L,56,D
8475219,Kristopher Foucault,L,MIN,1990-12-12,188.0,"6' 1""",CAN,L,72,L
8467428,Krys Barch,R,FLA,1980-03-26,225.0,"6' 2""",CAN,L,21,R
8468499,Krys Kolanos,C,CGY,1981-07-27,195.0,"6' 2""",CAN,R,8,C
8468568,Kurt Sauer,D,ARI,1981-01-16,222.0,"6' 4""",USA,L,44,D
8468520,Kurtis Foster,D,PHI,1981-11-24,225.0,"6' 5""",CAN,R,3,D
8476545,Kurtis Gabriel,R,CHI,1993-04-20,200.0,"6' 4""",CAN,R,39,R
8477073,Kurtis MacDermid,D,COL,1994-03-25,233.0,"6' 5""",CAN,L,56,D
8472008,Kurtis McLean,R,NYI,1980-11-02,190.0,"6' 0""",CAN,R,54,R
8478393,Kyle Baun,R,CHI,,,,,,,
8470803,Kyle Brodziak,C,EDM,1984-05-25,205.0,"6' 2""",CAN,R,28,C
8477335,Kyle Burroughs,D,VAN,1995-07-12,193.0,"6' 0""",CAN,R,88,D
8466260,Kyle Calder,L,ANA,1979-01-05,177.0,"5' 11""",CAN,L,32,L
8478476,Kyle Capobianco,D,WPG,1997-08-13,196.0,"6' 1""",CAN,L,75,D
8471231,Kyle Chipchura,C,ARI,1986-02-19,203.0,"6' 2""",CAN,L,24,C
8475160,Kyle Clifford,L,TOR,1991-01-13,211.0,"6' 2""",CAN,L,13,L
8478398,Kyle Connor,L,WPG,1996-12-09,182.0,"6' 1""",USA,L,81,L
8479304,Kyle Criscuolo,C,DET,1992-05-05,180.0,"5' 8""",USA,R,51,C
8471879,Kyle Cumiskey,D,CHI,1986-12-02,180.0,"5' 11""",CAN,L,26,D
8473904,Kyle Greentree,L,CGY,1983-11-15,215.0,"6' 3""",CAN,L,43,L
8473449,Kyle Okposo,R,BUF,1988-04-16,219.0,"6' 0""",USA,R,21,R
8475151,Kyle Palmieri,C,NYI,1991-02-01,185.0,"5' 11""",USA,R,21,R
8470724,Kyle Quincey,D,MIN,1985-08-12,210.0,"6' 2""",CAN,L,27,D
8476415,Kyle Rau,C,MIN,1992-10-24,177.0,"5' 8""",USA,L,37,C
8474068,Kyle Turris,C,EDM,1989-08-14,190.0,"6' 1""",CAN,R,8,C
8469581,Kyle Wellwood,C,WPG,1983-05-16,181.0,"5' 10""",CAN,R,13,C
8471483,Kyle Wilson,C,NSH,1984-12-15,200.0,"6' 1""",CAN,R,25,C
8471222,Ladislav Smid,D,CGY,1986-02-01,210.0,"6' 4""",CZE,L,15,D
8474642,Lance Bouma,L,CHI,1990-03-25,208.0,"6' 2""",CAN,L,17,L
8479016,Landon Bow,G,DAL,,,,,,,
8475157,Landon Ferraro,C,MIN,1991-08-08,173.0,"6' 0""",CAN,R,41,C
8459441,Landon Wilson,R,DAL,1975-03-13,224.0,"6' 3""",USA,R,22,R
8475283,Lane MacDermid,L,CGY,1989-08-25,215.0,"6' 3""",USA,L,28,L
8478967,Lane Pederson,C,CBJ,1997-08-04,190.0,"6' 0""",CAN,R,93,C
8474189,Lars Eller,C,COL,1989-05-08,207.0,"6' 2""",DNK,L,20,C
8470743,Lasse Kukkonen,D,PHI,1981-09-18,190.0,"6' 0""",FIN,L,3,D
8481575,Lassi Thomson,D,OTT,2000-09-24,190.0,"6' 0""",FIN,R,60,D
8476316,Laurent Brossoit,G,VGK,1993-03-23,204.0,"6' 3""",CAN,L,30,G
8477460,Laurent Dauphin,C,ARI,1995-03-27,180.0,"6' 1""",CAN,L,12,C
8471232,Lauri Korpikoski,L,CBJ,1986-07-28,193.0,"6' 1""",FIN,L,29,L
8468184,Lawrence Nycholat,D,COL,1979-05-07,200.0,"6' 0""",CAN,L,32,D
8480935,Lawrence Pilut,D,BUF,1995-12-30,180.0,"5' 11""",SWE,L,24,D
8478474,Lawson Crouse,L,ARI,1997-06-23,220.0,"6' 4""",CAN,L,67,L
8481640,Lean Bergmann,C,S.J,1998-10-04,205.0,"6' 2""",DEU,L,45,C
8470740,Lee Stempniak,R,BOS,1983-02-04,195.0,"5' 11""",USA,R,21,R
8473931,Lee Sweatt,D,VAN,1985-08-13,195.0,"5' 9""",USA,R,57,D
8473414,Leland Irving,G,CGY,1988-04-11,177.0,"6' 0""",CAN,L,37,G
8471402,Lennart Petrell,L,EDM,1984-04-13,215.0,"6' 3""",FIN,L,37,L
8473463,Leo Komarov,R,NYI,1987-01-23,209.0,"5' 11""",FIN,L,47,R
8477934,Leon Draisaitl,C,EDM,1995-10-27,208.0,"6' 2""",DEU,L,29,C
8480853,Liam Foudy,C,CBJ,2000-02-04,182.0,"6' 2""",CAN,L,19,C
8477070,Liam O'Brien,C,ARI,1994-07-29,215.0,"6' 1""",CAN,L,87,C
8471324,Liam Reddox,L,EDM,1986-01-27,178.0,"5' 11""",CAN,L,85,L
8480072,Lias Andersson,C,LAK,1998-10-13,204.0,"6' 1""",SWE,L,50,C
8479333,Libor Hajek,D,NYR,1998-02-04,204.0,"6' 2""",CZE,L,43,D
8480161,Libor Sulak,D,DET,1994-03-04,207.0,"6' 2""",CZE,L,47,D
8475223,Linden Vey,R,CGY,1991-07-17,189.0,"6' 0""",CAN,R,16,R
8479534,Linus Hogberg,D,PHI,1998-09-04,176.0,"6' 1""",SWE,L,84,D
8475677,Linus Klasen,L,NSH,1986-02-19,176.0,"5' 8""",SWE,L,58,L
8474059,Linus Omark,L,BUF,1987-02-05,187.0,"5' 10""",SWE,L,17,L
8482243,Linus Sandin,R,PHI,1996-05-19,209.0,"6' 1""",SWE,R,36,R
8476999,Linus Ullmark,G,BOS,1993-07-31,213.0,"6' 4""",SWE,L,35,G
8479366,Logan Brown,C,STL,1998-03-05,220.0,"6' 6""",USA,L,21,C
8474053,Logan Couture,C,SJS,1989-03-28,200.0,"6' 1""",CAN,L,39,C
8481186,Logan O'Connor,R,COL,1996-08-14,175.0,"6' 0""",USA,R,25,R
8476400,Logan Shaw,R,OTT,1992-10-05,208.0,"6' 3""",CAN,R,49,R
8479378,Logan Stanley,D,WPG,1998-05-26,228.0,"6' 7""",CAN,L,64,D
8480313,Logan Thompson,G,VGK,1997-02-25,201.0,"6' 4""",CAN,R,36,G
8470626,Loui Eriksson,L,ARI,1985-07-17,179.0,"6' 2""",SWE,L,21,L
8478011,Louie Belpedio,D,MIN,1996-05-14,196.0,"5' 11""",USA,R,47,D
8475839,Louis Domingue,G,PIT,1992-03-06,210.0,"6' 3""",CAN,R,70,G
8475183,Louis Leblanc,C,MTL,1991-01-26,188.0,"6' 0""",CAN,R,47,C
8468598,Lubomir Visnovsky,D,NYI,1976-08-11,192.0,"5' 10""",SVK,L,11,D
8473997,Luca Caputi,L,TOR,1988-10-01,200.0,"6' 3""",CAN,L,33,L
8474579,Luca Sbisa,D,NSH,1990-01-30,204.0,"6' 3""",CHE,L,21,D
8479523,Lucas Carlsson,D,FLA,1997-07-05,189.0,"6' 0""",SWE,L,46,D
8479321,Lucas Johansen,D,WSH,1997-11-16,176.0,"6' 2""",CAN,L,22,D
8476451,Lucas Lessio,L,MTL,1993-01-23,212.0,"6' 1""",CAN,L,53,L
8482078,Lucas Raymond,L,DET,2002-03-28,182.0,"5' 11""",SWE,R,23,L
8478027,Lucas Wallmark,C,FLA,1995-09-05,178.0,"6' 0""",SWE,L,71,C
8480843,Lukas Dostal,G,ANA,2000-06-22,174.0,"6' 2""",CZE,L,1,G
8471235,Lukas Kaspar,L,S.J,1985-09-23,225.0,"6' 2""",CZE,R,22,L
8469477,Lukas Krajicek,D,PHI,1983-03-11,205.0,"6' 3""",CZE,L,2,D
8480780,Lukas Radil,C,S.J,1990-08-05,200.0,"6' 4""",CZE,R,52,C
8482117,Lukas Reichel,L,CHI,2002-05-17,170.0,"6' 0""",DEU,L,27,L
8476310,Lukas Sedlak,C,PHI,1993-02-25,205.0,"6' 0""",CZE,L,45,C
8478838,Lukas Vejdemo,C,MTL,1996-01-25,194.0,"6' 2""",SWE,L,42,C
8474609,Luke Adam,C,CBJ,,,,,,,
8482146,Luke Evangelista,R,NSH,2002-02-21,183.0,"6' 0""",CAN,R,77,R
8473989,Luke Gazdic,L,N.J,1989-07-25,225.0,"6' 4""",CAN,L,17,L
8476822,Luke Glendening,C,DAL,1989-04-28,192.0,"5' 11""",USA,R,41,C
8477366,Luke Johnson,C,MIN,1994-09-19,179.0,"5' 11""",USA,R,62,C
8479316,Luke Kunin,C,SJS,1997-12-04,195.0,"6' 0""",USA,R,19,C
8478224,Luke Philp,C,CHI,1995-11-06,181.0,"5' 10""",CAN,R,39,C
8450824,Luke Richardson,D,OTT,1969-03-26,214.0,"6' 3""",CAN,L,2,D
8474568,Luke Schenn,D,TOR,1989-11-02,221.0,"6' 2""",CAN,R,2,D
8474722,Luke Witkowski,D,DET,1990-04-14,210.0,"6' 2""",USA,R,28,R
8480439,Mac Hollowell,D,TOR,1998-09-26,170.0,"5' 9""",CAN,R,81,D
8475085,MacGregor Sharp,C,ANA,1985-10-01,185.0,"6' 1""",CAN,L,67,C
8480025,MacKenzie Entwistle,R,CHI,1999-07-14,184.0,"6' 3""",CAN,R,58,R
8477346,MacKenzie Weegar,D,CGY,1994-01-07,200.0,"6' 0""",CAN,R,52,D
8478406,Mackenzie Blackwood,G,NJD,1996-12-09,225.0,"6' 4""",CAN,L,29,G
8476907,Mackenzie MacEachern,L,STL,1994-03-09,190.0,"6' 2""",USA,L,62,L
8477084,Mackenzie Skapski,G,NYR,,,,,,,
8477474,Madison Bowey,D,VAN,1995-04-22,198.0,"6' 2""",CAN,R,22,D
8481544,Mads Sogaard,G,OTT,2000-12-13,196.0,"6' 7""",DNK,L,33,G
8476433,Magnus Hellberg,G,DET,1991-04-04,209.0,"6' 6""",SWE,L,45,G
8475175,Magnus Paajarvi,L,OTT,1991-04-12,206.0,"6' 3""",SWE,L,56,L
8474195,Maksim Mayorov,L,CBJ,1989-03-26,198.0,"6' 2""",RUS,L,8,L
8480201,Maksim Sushko,R,PHI,1999-02-10,181.0,"6' 0""",BLR,L,64,R
8476876,Malcolm Subban,G,BUF,1993-12-21,200.0,"6' 2""",CAN,L,30,G
8458988,Manny Fernandez,G,BOS,1974-08-27,207.0,"6' 0""",CAN,L,35,G
8459308,Manny Legace,G,CAR,1973-02-04,200.0,"5' 10""",CAN,L,34,G
8467334,Manny Malhotra,C,MTL,1980-05-18,207.0,"6' 2""",CAN,L,20,C
8462055,Marc Denis,G,MTL,1977-08-01,193.0,"6' 1""",CAN,L,38,G
8483397,Marc McLaughlin,C,BOS,1999-07-26,198.0,"6' 0""",USA,R,26,C
8470760,Marc Methot,D,DAL,1985-06-21,230.0,"6' 4""",CAN,L,33,D
8482063,Marc Michaelis,L,VAN,1995-07-31,187.0,"5' 11""",DEU,L,56,L
8462118,Marc Savard,C,BOS,,,,,,,
8471686,Marc Staal,D,FLA,1987-01-13,213.0,"6' 4""",CAN,L,18,D
8469765,Marc-Andre Bergeron,D,CAR,1980-10-13,190.0,"5' 9""",CAN,L,47,D
8474631,Marc-Andre Bourdon,D,PHI,1989-09-17,206.0,"6' 0""",CAN,L,43,D
8471718,Marc-Andre Cliche,C,COL,1987-03-23,202.0,"6' 0""",CAN,R,24,C
8470594,Marc-Andre Fleury,G,MIN,1984-11-28,180.0,"6' 2""",CAN,L,29,G
8471752,Marc-Andre Gragnani,D,N.J,1987-03-11,205.0,"6' 3""",CAN,L,38,D
8470615,Marc-Antoine Pouliot,C,ARI,1985-05-22,203.0,"6' 2""",CAN,R,43,C
8471709,Marc-Edouard Vlasic,D,SJS,1987-03-30,205.0,"6' 1""",CAN,L,44,D
8469473,Marcel Goc,C,STL,1983-08-24,197.0,"6' 1""",DEU,L,57,C
8475950,Marcel Mueller,C,TOR,1988-07-10,220.0,"6' 3""",DEU,L,45,C
8482079,Marco Rossi,C,MIN,2001-09-23,182.0,"5' 9""",AUT,L,23,C
8474618,Marco Scandella,D,STL,1990-02-23,210.0,"6' 3""",CAN,L,6,D
8464979,Marco Sturm,L,FLA,1978-09-08,196.0,"6' 0""",DEU,L,16,L
8483620,Marcus Bjork,D,CBJ,1997-11-24,211.0,"6' 4""",SWE,R,47,D
8475220,Marcus Foligno,L,MIN,1991-08-10,228.0,"6' 3""",CAN,L,17,L
8477405,Marcus Hogberg,G,OTT,1994-11-25,209.0,"6' 5""",SWE,L,35,G
8475149,Marcus Johansson,L,MIN,1990-10-06,205.0,"6' 1""",SWE,L,90,L
8475323,Marcus Kruger,C,CHI,1990-05-27,186.0,"6' 0""",SWE,L,16,C
8477969,Marcus Pettersson,D,PIT,1996-05-08,177.0,"6' 3""",SWE,L,28,D
8475834,Marcus Sorensen,L,S.J,1992-04-07,175.0,"5' 11""",SWE,L,20,L
8475949,Marek Hrivik,L,CGY,1991-08-28,197.0,"6' 2""",SVK,R,46,L
8476986,Marek Langhamer,G,ARI,1994-07-22,190.0,"6' 2""",CZE,L,30,G
8459493,Marek Malik,D,T.B,1975-06-24,235.0,"6' 6""",CZE,L,22,D
8476992,Marek Mazanec,G,NSH,1991-07-18,202.0,"6' 4""",CZE,R,32,G
8471230,Marek Schwarz,G,STL,1986-04-01,180.0,"6' 0""",CZE,R,40,G
8469670,Marek Svatos,R,OTT,1982-06-17,185.0,"5' 10""",SVK,R,10,R
8469623,Marek Zidlicky,D,NYI,1977-02-03,190.0,"5' 11""",CZE,R,28,D
8468483,Marian Gaborik,R,OTT,1982-02-14,200.0,"6' 1""",SVK,L,12,R
8466148,Marian Hossa,R,CHI,1979-01-12,207.0,"6' 1""",SVK,L,81,R
8480226,Marian Studenic,L,DAL,1998-10-28,164.0,"6' 1""",SVK,L,67,R
8471863,Mario Bliznak,C,VAN,1987-03-06,185.0,"6' 0""",SVK,L,62,C
8479983,Mario Ferraro,D,SJS,1998-09-17,185.0,"5' 11""",CAN,L,38,D
8474131,Mario Kempe,R,ARI,1988-09-19,185.0,"6' 0""",SWE,L,29,R
8475729,Mark Alt,D,L.A,1991-10-18,201.0,"6' 4""",USA,R,7,D
8476062,Mark Arcobello,R,TOR,1988-08-12,174.0,"5' 8""",USA,R,33,R
8474717,Mark Barberio,D,COL,1990-03-23,200.0,"6' 1""",CAN,L,44,D
8467335,Mark Bell,C,ANA,1980-08-05,220.0,"6' 4""",CAN,L,28,C
8474697,Mark Borowiecki,D,NSH,1989-07-12,207.0,"6' 1""",CAN,L,74,D
8470005,Mark Cullen,C,FLA,1978-10-28,182.0,"5' 11""",USA,L,36,C
8474837,Mark Cundari,D,CGY,1990-04-23,195.0,"5' 9""",CAN,L,45,D
8473532,Mark Dekanich,G,NSH,1986-05-10,185.0,"6' 2""",CAN,L,1,G
8467580,Mark Eaton,D,PIT,1977-05-06,215.0,"6' 1""",USA,L,4,D
8471816,Mark Fayne,D,EDM,1987-05-15,209.0,"6' 3""",USA,R,5,D
